NewID,request_no,bill_amount,claim Status,No. of Tour Days,Mode of Transport,Distance in KMs,Tier,date_of_joining,date_of_birth,CostCentre_Code,Travel_Purpose_Description,IC
2786.0,17E02HEIC010647,250.0,Approved by SSC,21.0,Auto,40.0,JS & S,Mar 29 2013 12:00AM,Jun  1 1994 12:00AM,3901,Business Trip,HEIC
30760.0,17E02CONS057479,20.0,Approved by SSC,14.5,Auto,5.0,JS & S,Jul 17 2013 12:00AM,Apr  4 1995 12:00AM,LE100389,Deputation,CONS
4889.0,17E02EAIC020987,40.0,Approved by SSC,7.5,Auto,2.0,TIER 1,Jul 22 2011 12:00AM,Feb  8 1974 12:00AM,150378101,Business Trip,EAIC
10499.0,17E02EAIC025154,150.0,Approved by SSC,1.0,Auto,10.0,TIER 1,Nov  1 2007 12:00AM,Sep 11 1977 12:00AM,150670001,Business Trip,EAIC
1353.0,17E02EAIC026334,450.0,Approved by SSC,1.0,Public Taxi,36.0,TIER 1,Oct  1 2005 12:00AM,Dec 21 1981 12:00AM,200370001,Business Trip,EAIC
3511.0,17E02LTTS013066,2050.0,Approved by SSC,31.0,Auto,20.0,S&E,Oct 24 2016 12:00AM,Feb 16 1990 12:00AM,151ACV,Deputation,LTTS
7346.0,17E02EAIC022301,100.0,Approved by SSC,6.5,Auto,9.0,TIER 1,Sep 23 2005 12:00AM,Apr 16 1980 12:00AM,450157002,Business Trip,EAIC
137.0,17E02EAIC027735,30.0,Approved by SSC,2.5,Auto,3.0,JS & S,Sep 19 2013 12:00AM,Dec 15 1987 12:00AM,150668201,Business Trip,EAIC
3407.0,17E02KBL000805,155.0,Approved by SSC,2.5,Others,14.0,TIER 4,Aug  2 1999 12:00AM,Oct  7 1960 12:00AM,LE120708,Business Trip,KBL0
7620.0,17E02MIPI015414,75.0,Approved by SSC,4.0,Auto,5.0,TIER 1,Oct  1 2015 12:00AM,Aug  9 1979 12:00AM,CA9010,Business Trip,MIPI
9815.0,17E02MIPI013671,100.0,Approved by SSC,2.0,Auto,8.0,JS & S,Sep  1 2008 12:00AM,Jul  1 1989 12:00AM,BU9080,Business Trip,MIPI
4719.0,17E02LTHE006232,680.0,Approved by SSC,9.0,Public Taxi,45.0,TIER III,May 28 1992 12:00AM,Jul 30 1969 12:00AM,11011,Business Trip,LTHE
11143.0,17E02FCLL001806,246.0,Approved by SSC,3.5,Public Taxi,20.0,TIER II,May 12 2014 12:00AM,Apr 15 1990 12:00AM,FA431B1F4D,Business Trip,FCLL
4361.0,17E02CONS058605,126.0,Approved by SSC,5.0,Public Taxi,20.0,TIER 3,Feb 11 2015 12:00AM,May 31 1966 12:00AM,LE080156,Training Program / HR,CONS
21019.0,17E02CONS060840,116.0,Approved by SSC,3.5,Radio Taxi,9.0,TIER 3,Jul  1 1995 12:00AM,Apr 26 1973 12:00AM,LE080137,Business Trip,CONS
13211.0,17E02LTSH000475,235.0,Approved by SSC,1.5,Radio Taxi,20.0,TIER I,Aug  1 2011 12:00AM,Dec 18 1982 12:00AM,FCOM10,Business Trip,LTSH
34124.0,17E02EAIC024775,185.0,Approved by SSC,1.0,Auto,18.0,TIER 1,Jul  1 2011 12:00AM,Mar 22 1987 12:00AM,200940004,Business Trip,EAIC
23784.0,17E02LTMB000697,150.0,Approved by SSC,39.0,Auto,10.0,S&E,Jul  8 2016 12:00AM,Aug 21 1995 12:00AM,349,Deputation,LTMB
10211.0,17E02HEIC010960,250.0,Approved by SSC,5.0,Auto,121.0,S&E,Jul 10 2015 12:00AM,Feb 22 1993 12:00AM,3935,Business Trip,HEIC
25769.0,17E02TURB001339,120.0,Approved by SSC,7.5,Auto,8.0,S&E,Jul 21 2011 12:00AM,May 17 1990 12:00AM,63100,Training Program / HR,TURB
23015.0,17E02EAIC020890,335.0,Approved by SSC,9.5,Radio Taxi,27.0,S&E,Jul 11 2014 12:00AM,May 26 1990 12:00AM,200340003,Business Trip,EAIC
2856.0,17E02FINA021630,100.0,Approved by SSC,1.0,Others,107.0,TIER II,Jul 21 2010 12:00AM,May 23 1983 12:00AM,BA052D4E8S,Business Trip,FINA
886.0,17E02MIPI014708,80.0,Approved by SSC,.5,Auto,8.0,JS & S,Sep 26 2016 12:00AM,Jul  1 1985 12:00AM,AH9080,Business Trip,MIPI
32187.0,17E02LTDC000069,480.0,Approved by SSC,38.5,Auto,33.0,TIER II,Aug 14 2008 12:00AM,Jan 18 1973 12:00AM,LI120002,Business Trip,LTDC
7936.0,17E02LTHP000397,200.0,Approved by SSC,42.0,Auto,14.0,S&E,Aug  7 2014 12:00AM,Oct 13 1989 12:00AM,25501,Business Trip,LTHP
11117.0,17E02CONS059583,100.0,Approved by SSC,3.0,Others,98.0,TIER 2,Dec 21 1994 12:00AM,May 10 1966 12:00AM,LE131278,Business Trip,CONS
28507.0,17E02INFR000550,600.0,Approved by SSC,1.5,Public Taxi,25.0,TIER II,Nov  1 2010 12:00AM,Feb 13 1989 12:00AM,GA431D7D2D,Business Trip,INFR
1437.0,17E02MIPI014044,800.0,Approved by SSC,4.0,Public Taxi,45.0,TIER 2,Nov 21 2005 12:00AM,Mar 20 1979 12:00AM,PW9007,Business Trip,MIPI
26168.0,17E02HEIC011047,200.0,Approved by SSC,3.5,Auto,15.0,JS & S,Jul 21 2008 12:00AM,Mar 19 1982 12:00AM,3956,Training Program / HR,HEIC
26852.0,17E02LTTS015806,2050.0,Approved by SSC,31.0,Auto,20.0,S&E,Nov  9 2016 12:00AM,Jun 15 1989 12:00AM,151TEO,Deputation,LTTS
27089.0,17E02CONS064001,120.0,Approved by SSC,2.0,Auto,10.0,S&E,Jun 30 2015 12:00AM,Sep 20 1992 12:00AM,LE150349,Conference / Seminar,CONS
1233.0,17E02MIPI013069,350.0,Approved by SSC,1.0,Public Taxi,90.0,S&E,Aug 14 2015 12:00AM,May 20 1994 12:00AM,UD9080,Business Trip,MIPI
19339.0,17E02LTTS016907,4342.0,Approved by SSC,26.0,Auto,20.0,S&E,May  7 2014 12:00AM,Aug 27 1990 12:00AM,150TET,Deputation,LTTS
11568.0,17E02TURB001393,220.0,Approved by SSC,5.0,Auto,14.0,TIER I,Jun 15 2011 12:00AM,Sep 15 1986 12:00AM,63100,Business Trip,TURB
19201.0,17E02CONS060784,1150.0,Approved by SSC,15.0,Public Taxi,110.0,TIER 1,Mar 14 2013 12:00AM,Jul 31 1985 12:00AM,LE130333,Training Program / HR,CONS
1343.0,17E02EAIC026702,60.0,Approved by SSC,2.5,Auto,3.0,TIER 2,Sep  1 1992 12:00AM,Apr 10 1971 12:00AM,150344001,Business Trip,EAIC
15571.0,17E02HEIC011518,50.0,Approved by SSC,1.0,Others,20.0,TIER 3,May  5 2011 12:00AM,Aug 25 1969 12:00AM,3599,Business Trip,HEIC
24623.0,17E02EAIC023330,120.0,Approved by SSC,1.0,Auto,12.0,S&E,Jul  1 2010 12:00AM,Apr 15 1980 12:00AM,150344001,Business Trip,EAIC
26364.0,17E02LTHE006334,50.0,Approved by SSC,3.5,Public Taxi,12.0,TIER I,Nov 12 2010 12:00AM,May 29 1989 12:00AM,21032,Business Trip,LTHE
14590.0,17E02MIPI013916,100.0,Approved by SSC,9.5,Auto,10.0,S&E,Aug 30 2011 12:00AM,May 23 1989 12:00AM,VJ9080,Business Trip,MIPI
137.0,17E02EAIC027773,30.0,Approved by SSC,4.0,Auto,4.0,JS & S,Sep 19 2013 12:00AM,Dec 15 1987 12:00AM,150668201,Business Trip,EAIC
12834.0,17E02LTVL003041,150.0,Approved by SSC,21.5,Auto,6.0,S&E,Jul  5 2010 12:00AM,Sep  8 1988 12:00AM,799001,Business Trip,LTVL
1384.0,17E02KBL000809,251.0,Approved by SSC,5.0,Radio Taxi,13.0,TIER 1,Mar 27 2006 12:00AM,Mar 12 1971 12:00AM,LE120696,Business Trip,KBL0
28691.0,17E02FCLL004539,120.0,Approved by SSC,2.0,Auto,7.0,TIER II,Feb 18 2008 12:00AM,Aug 17 1983 12:00AM,FA279B5J29,Business Trip,FCLL
20588.0,17E02CONS058447,60.0,Approved by SSC,2.0,Auto,19.0,TIER 1,Mar 18 2013 12:00AM,Jan  2 1980 12:00AM,LE140976,Training Program / HR,CONS
16587.0,17E02EAIC023997,100.0,Approved by SSC,8.5,Auto,9.0,TIER 1,Jul  3 2010 12:00AM,Mar 11 1979 12:00AM,200640008,Business Trip,EAIC
36422.0,17E02EAIC026007,139.0,Approved by SSC,17.5,Auto,15.0,TIER 1,Mar 16 2009 12:00AM,Dec 11 1978 12:00AM,200340002,Business Trip,EAIC
886.0,17E02MIPI016958,80.0,Approved by SSC,1.0,Auto,8.0,JS & S,Sep 26 2016 12:00AM,Jul  1 1985 12:00AM,AH9080,Business Trip,MIPI
5337.0,17E02CONS069385,200.0,Approved by SSC,1.5,Auto,13.0,S&E,Jul  8 2013 12:00AM,Dec 31 1990 12:00AM,LE150034,Business Trip,CONS
22339.0,17E02CONS067408,220.0,Force Closed by SSC,1.0,Auto,19.0,JS & S,Feb 27 2017 12:00AM,Aug  1 1990 12:00AM,LE15D056,Transfer,CONS
2800.0,17E02EAIC021656,265.0,Approved by SSC,9.0,Public Taxi,12.0,S&E,Jul  6 2015 12:00AM,Jul 29 1988 12:00AM,200370001,Business Trip,EAIC
13540.0,17E02FCLL002712,200.0,"Approved by SSC, Settlement through F & F",1.0,Auto,10.0,TIER I,Nov  2 2015 12:00AM,Jun 30 1983 12:00AM,FA028D7H33,Business Trip,FCLL
392.0,17E02EAIC025182,130.0,Approved by SSC,1.0,Auto,15.0,TIER 1,Nov 25 2011 12:00AM,Feb  4 1976 12:00AM,150902301,Business Trip,EAIC
8239.0,17E02FINA021151,150.0,Approved by SSC,2.0,Auto,10.0,TIER I,Mar 16 2015 12:00AM,Jan  5 1989 12:00AM,BA195A2B4H,Business Trip,FINA
35511.0,17E02HEIC011249,112.0,Approved by SSC,6.5,Radio Taxi,8.0,TIER 1,Mar 20 2006 12:00AM,Jan  3 1982 12:00AM,5153,Business Trip,HEIC
1059.0,17E02EAIC027129,80.0,Approved by SSC,1.0,Auto,5.0,TIER 1,Jul 20 2007 12:00AM,Oct 31 1985 12:00AM,150344001,Business Trip,EAIC
1342.0,17E02CONS061760,635.0,Approved by SSC,3.0,Radio Taxi,10.0,TIER 2,Jul  1 2006 12:00AM,Aug 16 1983 12:00AM,QHNUP057,Business Trip,CONS
19150.0,17E02TURB001167,200.0,Approved by SSC,18.0,Auto,13.0,S&E,Nov 10 2011 12:00AM,Jan 21 1987 12:00AM,63100,Business Trip,TURB
16238.0,17E02CONS071091,180.0,Approved by SSC,3.0,Auto,30.0,S&E,Jul 18 2014 12:00AM,Nov 29 1990 12:00AM,LE131028,Business Trip,CONS
29781.0,17E02HO003720,210.0,Approved by SSC,8.0,Auto,12.0,TIER 2,Nov 30 2006 12:00AM,Dec 23 1971 12:00AM,HO148,Training Program / HR,HO00
25893.0,17E02FINA021750,150.0,Approved by SSC,1.5,Auto,5.0,S&E,Feb 15 2016 12:00AM,Oct 25 1982 12:00AM,BA189D7H3K,Business Trip,FINA
18509.0,17E02CONS060115,665.0,Approved by SSC,4.0,Radio Taxi,45.0,TIER 2,Oct  3 1998 12:00AM,Sep 12 1976 12:00AM,LE090164,Conference / Seminar,CONS
642.0,17E02EAIC027233,205.0,Approved by SSC,3.0,Auto,16.0,JS & S,Nov 10 2011 12:00AM,Feb 15 1990 12:00AM,450341101,Business Trip,EAIC
15886.0,17E02CONS065680,330.0,Approved by SSC,3.5,Others,25.0,TIER 2,Dec 27 1995 12:00AM,Jul 31 1971 12:00AM,LE080163,Conference / Seminar,CONS
24544.0,17E02HEIC012145,120.0,Approved by SSC,1.0,Auto,7.0,TIER 4,Jul  6 1992 12:00AM,Mar 25 1971 12:00AM,5151,Conference / Seminar,HEIC
9190.0,17E02LTTS013023,120.0,"Approved by SSC, Settlement through F & F",5.0,Auto,10.0,S&E,May  5 2014 12:00AM,Jun 19 1992 12:00AM,151AER,Business Trip,LTTS
26767.0,18E02LTHE005453,90.0,Approved by SSC,8.5,Auto,8.0,TIER III,Jun 24 1999 12:00AM,May 27 1967 12:00AM,40150,Business Trip,LTHE
21322.0,17E02EAIC023611,275.0,Approved by SSC,12.5,Public Taxi,23.0,TIER 1,Jul 24 2010 12:00AM,Dec 29 1987 12:00AM,400103006,Deputation,EAIC
18395.0,17E02FINA018088,300.0,Approved by SSC,1.0,Auto,25.0,TIER I,Nov  7 2016 12:00AM,Jan  3 1986 12:00AM,BA301A2H3H,Training Program / HR,FINA
3890.0,17E02CONS063659,200.0,Approved by SSC,1.0,Auto,8.0,JS & S,Sep 12 2014 12:00AM,Jan 10 1996 12:00AM,LE130332,Business Trip,CONS
954.0,17E02EAIC026818,140.0,Approved by SSC,6.0,Auto,12.0,TIER 1,Jul  6 2011 12:00AM,Aug 27 1985 12:00AM,200270002,Business Trip,EAIC
12331.0,17E02CONS070513,250.0,Approved by SSC,1.0,Auto,20.0,JS & S,Feb 17 2017 12:00AM,Apr 10 1988 12:00AM,LE160162,Transfer,CONS
12248.0,17E02FCLL003086,50.0,Approved by SSC,3.0,Auto,15.0,TIER II,Jun  2 2008 12:00AM,Apr 23 1979 12:00AM,FA270D4E8S,Business Trip,FCLL
10223.0,17E02EAIC022013,50.0,Approved by SSC,3.0,Auto,2.0,TIER 1,Aug  2 2005 12:00AM,Aug 30 1982 12:00AM,150340006,Business Trip,EAIC
976.0,17E02CONS058101,450.0,Approved by SSC,2.0,Auto,23.0,TIER 1,Jul  1 2004 12:00AM,Jul 26 1984 12:00AM,MCBAF013,Business Trip,CONS
3448.0,18E02MIPI007808,750.0,Awaiting Scrutiny by SSC,12.5,Public Taxi,200.0,JS & S,Jun  8 2015 12:00AM,Aug 23 1982 12:00AM,PU9080,Business Trip,MIPI
18614.0,17E02FCLL001834,155.0,Approved by SSC,.5,Auto,240.0,TIER I,May  1 2013 12:00AM,Jan 21 1982 12:00AM,FA135B1F9I,Business Trip,FCLL
18209.0,17E02EAIC026884,160.0,Approved by SSC,2.0,Auto,11.0,TIER 1,Sep 18 2007 12:00AM,Aug 11 1984 12:00AM,150340002,Business Trip,EAIC
936.0,17E02CONS065081,450.0,Approved by SSC,15.0,Auto,45.0,S&E,May  7 2008 12:00AM,Apr 15 1982 12:00AM,LE131267,Deputation,CONS
1301.0,17E02CONS059457,40.0,Approved by SSC,4.5,Auto,7.0,TIER 1,Jul 28 2016 12:00AM,Jun 14 1982 12:00AM,LE160431,Business Trip,CONS
1015.0,17E02POWE005626,200.0,Approved by SSC,1.0,Auto,20.0,S&E,Dec 31 2010 12:00AM,Nov  7 1968 12:00AM,PL024,Business Trip,POWE
28555.0,17E02BOIL003676,175.0,Approved by SSC,1.5,Others,60.0,S&E,Aug  1 2005 12:00AM,May 13 1982 12:00AM,89700,Business Trip,BOIL
22621.0,17E02EWAC004554,350.0,Approved by SSC,1.0,Public Taxi,63.0,S&E,Sep 18 2014 12:00AM,May 20 1988 12:00AM,NG7033,Business Trip,EWAC
30175.0,17E02EWAC004197,140.0,Approved by SSC,4.0,Auto,12.0,S&E,Aug  8 2011 12:00AM,Jan  2 1988 12:00AM,RU7033,Business Trip,EWAC
30361.0,17E02LTTS013424,156.0,Approved by SSC,7.0,Radio Taxi,12.0,TIER 2,May  4 2016 12:00AM,Dec 19 1973 12:00AM,102EPS,Business Trip,LTTS
8169.0,17E02EAIC021577,100.0,Approved by SSC,6.0,Auto,10.0,S&E,Aug 31 2015 12:00AM,Dec  9 1986 12:00AM,150340010,Business Trip,EAIC
18683.0,17E02LTTS010602,100.0,Approved by SSC,32.0,Auto,6.0,JS & S,Nov 19 2012 12:00AM,Jun 15 1991 12:00AM,150OII,Business Trip,LTTS
1712.0,17E02CONS067224,150.0,Approved by SSC,2.0,Auto,5.0,S&E,Jul 16 2012 12:00AM,Nov 28 1990 12:00AM,LE120625,Business Trip,CONS
16026.0,17E02CONS055662,71.0,Approved by SSC,1.5,Radio Taxi,3.0,TIER 2,Jul  1 1997 12:00AM,May 15 1976 12:00AM,MCBAF013,Business Trip,CONS
27115.0,17E02CONS063745,25.0,Approved by SSC,11.5,Others,16.0,JS & S,Aug 17 2016 12:00AM,Jun 19 1997 12:00AM,LE140073,Training Program / HR,CONS
29212.0,17E02CONS058679,470.0,Approved by SSC,5.0,Public Taxi,25.0,TIER 1,Feb 25 2014 12:00AM,Jun  7 1981 12:00AM,LE14D055,Business Trip,CONS
21151.0,17E02CONS072138,180.0,Approved by SSC,7.0,Public Taxi,12.0,TIER 3,Feb  6 1997 12:00AM,Jun  1 1968 12:00AM,LE14D050,Business Trip,CONS
22994.0,17E02TURB001428,170.0,Approved by SSC,10.5,Auto,16.0,S&E,Jul 15 2011 12:00AM,Sep 24 1989 12:00AM,63100,Business Trip,TURB
5499.0,17E02LTTS016677,250.0,Approved by SSC,2.5,Auto,15.0,TIER 4,Jun  2 1986 12:00AM,May 10 1964 12:00AM,150TES,Business Trip,LTTS
24049.0,17E02CONS068447,100.0,Approved by SSC,2.5,Auto,3.0,TIER 1,Nov  1 2013 12:00AM,Nov  3 1984 12:00AM,LE160486,Business Trip,CONS
13805.0,17E02MIPI013256,490.0,Approved by SSC,1.0,Auto,73.0,TIER 1,Aug 29 2008 12:00AM,Oct  8 1986 12:00AM,DE9080,Business Trip,MIPI
1272.0,17E02EAIC022460,550.0,Approved by SSC,4.0,Public Taxi,40.0,TIER 2,Nov  8 1983 12:00AM,Dec 11 1962 12:00AM,100902306,Business Trip,EAIC
31480.0,18E02LTCT000886,100.0,Approved by SSC,4.0,Auto,10.0,TIER I,Oct 20 2008 12:00AM,Mar 25 1984 12:00AM,CTCHD37,Business Trip,LTCT
19391.0,17E02LTVL002374,330.0,Approved by SSC,2.0,Auto,31.0,TIER I,Nov  1 2014 12:00AM,Oct 25 1986 12:00AM,199210,Business Trip,LTVL
14708.0,17E02MIPI016115,120.0,Approved by SSC,19.5,Auto,12.0,JS & S,Dec  7 2011 12:00AM,May  8 1986 12:00AM,JP7010,Business Trip,MIPI
27867.0,17E02LTTS015733,200.0,Approved by SSC,28.0,Auto,16.0,TIER 1,Mar 26 2012 12:00AM,Jun 12 1982 12:00AM,102EDP,Deputation,LTTS
12510.0,17E02EAIC024524,155.0,Approved by SSC,31.0,Auto,12.0,S&E,Jul 10 2015 12:00AM,Jul  5 1993 12:00AM,150202606,Deputation,EAIC
25431.0,17E02BOIL003322,500.0,Approved by SSC,12.0,Others,108.0,S&E,Apr 18 2011 12:00AM,Sep 24 1987 12:00AM,81020,Business Trip,BOIL
919.0,17E02MIPI014435,260.0,Approved by SSC,5.0,Auto,15.0,TIER 1,Jan 12 1995 12:00AM,Apr 19 1960 12:00AM,KO9080,Business Trip,MIPI
1424.0,17E02CONS060224,350.0,Approved by SSC,6.5,Auto,25.0,TIER 2,May 11 2005 12:00AM,Mar 19 1981 12:00AM,LE090165,Training Program / HR,CONS
70.0,17E02HEIC010621,500.0,Approved by SSC,9.5,Public Taxi,30.0,S&E,Jul  8 2016 12:00AM,Dec  5 1994 12:00AM,3533,Business Trip,HEIC
10202.0,17E02FCLL001772,310.0,Approved by SSC,4.0,Radio Taxi,15.0,TIER I,May  9 2016 12:00AM,Apr 27 1992 12:00AM,FA431D7B9Z,Business Trip,FCLL
21981.0,17E02CONS069040,100.0,Approved by SSC,13.5,Auto,6.0,TECHNICIAN,Mar  6 1992 12:00AM,Jul 25 1962 12:00AM,LE160743,Deputation,CONS
33165.0,17E02EWAC004751,250.0,Approved by SSC,40.5,Auto,10.0,S&E,Jul 10 2015 12:00AM,Oct 11 1993 12:00AM,9407,Transfer,EWAC
60.0,17E02MIPI016457,100.0,Approved by SSC,2.5,Auto,10.0,JS & S,Aug  4 2008 12:00AM,Apr  5 1987 12:00AM,DE9080,Business Trip,MIPI
29698.0,17E02EAIC023926,130.0,Approved by SSC,7.0,Auto,7.0,TIER 1,Sep 28 2015 12:00AM,Apr  1 1985 12:00AM,150349201,Business Trip,EAIC
30319.0,17E02BOIL002990,95.0,Approved by SSC,8.5,Radio Taxi,12.0,TIER III,Mar 24 2014 12:00AM,Sep 21 1963 12:00AM,87300,Business Trip,BOIL
7649.0,17E02CONS061375,40.0,Approved by SSC,1.5,Auto,4.0,S&E,Nov 21 2012 12:00AM,Jun 25 1981 12:00AM,LE120638,Conference / Seminar,CONS
4065.0,17E02CONS057193,620.0,Approved by SSC,3.0,Radio Taxi,47.0,TIER 1,Sep 11 2009 12:00AM,Mar  1 1986 12:00AM,LE120405,Business Trip,CONS
23719.0,17E02HEIC012698,150.0,Approved by SSC,12.0,Auto,12.0,JS & S,Aug  1 2011 12:00AM,Feb 18 1991 12:00AM,3913,Business Trip,HEIC
8088.0,17E02LTHF001323,70.0,Approved by SSC,3.5,Auto,4.0,TIER I,Jun 16 2014 12:00AM,Dec 16 1978 12:00AM,EA081D3L1J,Business Trip,LTHF
315.0,17E02CONS058121,200.0,Approved by SSC,1.5,Auto,25.0,S&E,Apr 24 2008 12:00AM,Feb  3 1979 12:00AM,LE160477,Training Program / HR,CONS
424.0,17E02HO003616,475.0,Approved by SSC,3.5,Public Taxi,18.0,TIER 3,Oct 17 2012 12:00AM,Nov  1 1974 12:00AM,DE101,Business Trip,HO00
1177.0,17E02CONS069245,250.0,Approved by SSC,2.5,Public Taxi,12.0,TIER 1,Aug  3 2012 12:00AM,Jul 27 1989 12:00AM,LE120635,Conference / Seminar,CONS
2769.0,17E02FINA020103,120.0,Approved by SSC,3.0,Auto,25.0,S&E,Dec  9 2013 12:00AM,Dec 12 1982 12:00AM,BA346A2B4H,Business Trip,FINA
37437.0,17E02LTSB000599,350.0,Approved by SSC,6.0,Public Taxi,30.0,S&E,Aug 11 2014 12:00AM,Oct 23 1990 12:00AM,SB00000202,Business Trip,LTSB
28903.0,17E02POWE005635,46.0,Approved by SSC,5.0,Public Taxi,5.0,S&E,Sep  3 2014 12:00AM,Aug 29 1992 12:00AM,PA519,Business Trip,POWE
31225.0,17E02MIPI015134,280.0,Approved by SSC,2.0,Public Taxi,13.0,TIER 2,Oct 21 1981 12:00AM,Jun 16 1960 12:00AM,DE9004,Business Trip,MIPI
35118.0,17E02CONS067673,100.0,Approved by SSC,1.0,Auto,2.0,S&E,Jul 16 2012 12:00AM,Nov 10 1990 12:00AM,LE150348,Transfer,CONS
19990.0,17E02LTTS014568,200.0,Approved by SSC,3.0,Auto,16.0,S&E,Nov 19 2012 12:00AM,Jun 16 1991 12:00AM,200TEO,Business Trip,LTTS
31951.0,17E02BOIL003070,300.0,Approved by SSC,6.5,Auto,19.0,TIER I,Oct  1 2010 12:00AM,Sep 13 1969 12:00AM,89700,Business Trip,BOIL
2199.0,17E02FINA020277,116.0,Approved by SSC,3.0,Auto,5.0,TIER I,Oct 20 2014 12:00AM,Jun 25 1976 12:00AM,BA052A2F9I,Business Trip,FINA
21593.0,17E02CONS062674,100.0,Approved by SSC,1.0,Auto,8.0,TIER 1,Jul 25 2007 12:00AM,Sep 23 1980 12:00AM,LE160094,Business Trip,CONS
54.0,17E02EAIC022873,200.0,Approved by SSC,3.0,Auto,17.0,TIER 1,Jul 24 2010 12:00AM,May 19 1988 12:00AM,150360004,Business Trip,EAIC
27752.0,17E02CONS058571,120.0,Approved by SSC,5.5,Auto,7.0,S&E,Jul  1 2016 12:00AM,Oct 18 1992 12:00AM,LE16D032,Business Trip,CONS
17007.0,17E02CONS061124,180.0,Approved by SSC,6.5,Auto,13.0,TIER 1,Jun  3 2013 12:00AM,Nov 30 1981 12:00AM,LE14D056,Business Trip,CONS
3510.0,17E02POWE005050,100.0,Approved by SSC,17.0,Auto,6.0,TIER 1,Mar  3 2008 12:00AM,Jun  7 1983 12:00AM,PS100,Deputation,POWE
20025.0,17E02CONS068880,90.0,Approved by SSC,1.0,Auto,6.0,S&E,Jul  8 2013 12:00AM,Apr 27 1989 12:00AM,LE141150,Business Trip,CONS
11025.0,17E02FINA020402,50.0,Approved by SSC,5.5,Auto,4.0,S&E,Oct 27 2016 12:00AM,Jul 22 1994 12:00AM,BM746D4E8S,Training Program / HR,FINA
34535.0,17E02EWAC005502,100.0,Approved by SSC,1.0,Auto,21.0,S&E,Jan  2 2017 12:00AM,May  4 1992 12:00AM,9211,Business Trip,EWAC
5909.0,17E02EAIC024008,80.0,Approved by SSC,.5,Auto,7.0,TIER 1,Aug 20 2012 12:00AM,Mar 11 1985 12:00AM,150202324,Business Trip,EAIC
16777.0,17E02MIPI013339,130.0,Approved by SSC,9.5,Auto,13.0,JS & S,Jul  5 2012 12:00AM,May 22 1992 12:00AM,JP9080,Business Trip,MIPI
24279.0,17E02EAIC021105,50.0,Approved by SSC,.5,Auto,8.0,S&E,Nov  7 2016 12:00AM,Oct 10 1991 12:00AM,150239002,Business Trip,EAIC
34060.0,17E02FCLL003792,150.0,Approved by SSC,2.0,Public Taxi,60.0,S&E,Sep  1 2016 12:00AM,Aug 22 1986 12:00AM,FA128A2F9I,Conference / Seminar,FCLL
1944.0,17E02FINA019066,20.0,Approved by SSC,3.5,Auto,2.0,TIER I,Jul 20 2011 12:00AM,May 28 1979 12:00AM,BA325A2I5U,Business Trip,FINA
15784.0,17E02FCLL003102,50.0,Approved by SSC,2.0,Public Taxi,50.0,S&E,Mar 16 2015 12:00AM,Jun  1 1984 12:00AM,FM089D4E8S,Business Trip,FCLL
14044.0,17E02EAIC023481,180.0,Approved by SSC,1.0,Auto,7.0,S&E,Jul 10 2015 12:00AM,Jan 15 1994 12:00AM,300202607,Business Trip,EAIC
36695.0,17E02EAIC022815,300.0,Approved by SSC,2.5,Auto,33.0,S&E,Jul  1 2011 12:00AM,Aug  3 1987 12:00AM,450311001,Business Trip,EAIC
19988.0,17E02LTTS014321,100.0,Approved by SSC,3.5,Auto,3.0,S&E,Aug 21 2013 12:00AM,Oct 26 1984 12:00AM,351AIM,Business Trip,LTTS
143.0,17E02MIPI016011,40.0,Approved by SSC,3.5,Auto,2.0,TIER 2,Nov  9 1981 12:00AM,Dec  7 1959 12:00AM,JP9080,Business Trip,MIPI
1249.0,17E02EAIC020647,450.0,Approved by SSC,3.0,Public Taxi,22.0,TIER 2,Aug  1 1985 12:00AM,Jun 18 1964 12:00AM,200202623,Business Trip,EAIC
36110.0,17E02CONS059044,275.0,Approved by SSC,6.0,Radio Taxi,16.0,TIER 3,Aug  1 1984 12:00AM,Nov 27 1959 12:00AM,LE14D116,Business Trip,CONS
33029.0,17E02GEO000459,255.0,Approved by SSC,5.5,Public Taxi,12.0,TIER 2,May 22 2012 12:00AM,Oct 12 1970 12:00AM,LG120003,Business Trip,GEO0
34283.0,17E02CONS066238,320.0,Approved by SSC,3.0,Auto,25.0,TIER 1,Oct  5 2012 12:00AM,Mar 31 1991 12:00AM,LE090040,Business Trip,CONS
24364.0,17E02EWAC005183,40.0,Approved by SSC,2.5,Auto,2.0,S&E,Apr 17 2014 12:00AM,Mar 15 1987 12:00AM,CG7033,Business Trip,EWAC
12963.0,17E02CONS066170,150.0,Approved by SSC,2.0,Auto,10.0,TIER 1,Mar  5 2015 12:00AM,Jul 12 1977 12:00AM,LE150786,Business Trip,CONS
27392.0,17E02VALD000126,105.0,Approved by SSC,5.0,Others,18.0,TIER I,Dec  3 2007 12:00AM,Mar 10 1984 12:00AM,21013,Business Trip,VALD
4564.0,17E02EAIC023030,180.0,Approved by SSC,2.0,Auto,10.0,TIER 1,May 12 2005 12:00AM,Sep 28 1981 12:00AM,450316001,Business Trip,EAIC
37021.0,17E02HEIC011959,350.0,Approved by SSC,2.5,Auto,34.0,TIER 1,Nov 14 2011 12:00AM,Oct 21 1988 12:00AM,3857,Business Trip,HEIC
